"Lounge","Terminal","Airport","card","Image","Credit Card","ID","Created Date","Updated Date","Owner"
"Encalm Lounge"," Terminal 3 - Domestic Departure","Indira Gandhi International Airport , New Delhi ","Citibank PremierMiles Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"878e6df8-db87-4cb2-af56-75fe17b545cf",2024-05-31T04:52:34Z,2024-05-31T04:52:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Devi Ahilya Bai Holkar Airport, Indore","ICICI Bank Emeralde MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020288967971916880202889679719AirportImage.webp&w=96&q=75",[],"87a1bce3-842e-4ed9-8298-10a82bef66b0",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Blackberry restaurants & bar"," Domestic Terminal - Domestic departure","Coimbatore International Airport, Coimbatore","SBI ELITE Visa Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"881a4ce6-062d-43af-8959-e86b37ba806d",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","Axis Bank Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"88671cdc-14bb-4769-be82-f52dcb76d278",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","SBI Prime Amex Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020288967971916880202889679719AirportImage.webp&w=96&q=75",[],"88683e30-5c55-493f-8e2d-8d692f32e890",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departures","Shaheed Bhagat Singh International Airport, Chandigarh","AU Bank Xcite Ace Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"88873eb6-8f57-4449-bca5-4aad24315ae7",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 2 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","YES Private Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"889e4fd5-462e-4165-b2dd-ec10696d3e04",2024-05-31T04:47:05Z,2024-05-31T04:47:05Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","HDFC Doctor's Regalia Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"88b3da2a-69a8-4c26-a5d7-b9b9c3d80e3f",2024-05-31T04:41:56Z,2024-05-31T04:41:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The lounge "," Terminal 2 - Domestic Terminal ","Chaudhary Charan Singh International Airport, Lucknow","BPCL SBI Card Octane","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"88cf5157-ff8b-4ac4-ae97-06f953e1205f",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","YES First Preferred Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"88f23133-9091-4bfb-b75c-9093e974f47d",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","6E Rewards XL � Indigo Kotak Bank MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"88f7684e-cc8b-46ea-8039-baf721fe23ac",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","SpiceJet Axis Bank Voyage Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"89360ae4-449e-4a85-b7ae-2be46f492be7",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","ICICI Bank Expressions Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"894d2301-a790-4841-912e-35507e5e1064",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departure ","Maharaja Bir Bikram Airport, Agartala","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"8952fde4-83bf-4cb3-a07f-eb121b844f7c",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","AU Bank Zenith Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687940499819938816879404998199388AirportImage.webp&w=96&q=75",[],"896a3e12-e453-4be1-ab8d-cfced92e2ed6",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR international lounge "," Terminal 1 - International Departures","Kempegowda International Airport, Bengaluru","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"89a27147-c96b-49dd-9661-773661690006",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Loyalty Lounge"," Terminal 2 - International Terminal","Chhatrapati Shivaji International Airport, Mumbai ","Citibank PremierMiles Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"89a28271-96bb-476f-bead-3bd722d1c5d3",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Loyalty Lounge"," Terminal 2 - International Terminal","Chhatrapati Shivaji International Airport, Mumbai ","Citibank PremierMiles Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"89b05dd1-2e53-41e2-8759-e0d7e6d6a072",2024-05-31T04:52:34Z,2024-05-31T04:52:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","Citibank PremierMiles Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"89b4204f-16d4-4946-a501-b70cb05fa396",2024-05-31T04:52:34Z,2024-05-31T04:52:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","Myntra Kotak Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"8a068daa-b94a-4f6b-8ccc-5530a9307e8e",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","KVB SBI Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"8a07eefe-938b-4289-999d-30725395f4b9",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","AU Bank Xcite Ace Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"8a205e3e-b1f2-435f-a93d-b125d84cbf4b",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"8a33ba97-f94a-463e-bea7-fe8154b4d684",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Loyalty Lounge"," Terminal 2 - International Terminal","Chhatrapati Shivaji International Airport, Mumbai ","YES Private Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"8a4fee96-ecc6-4682-9e52-ba645c3f513c",2024-05-31T04:47:05Z,2024-05-31T04:47:05Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Blackberry restaurants & bar"," Domestic Terminal - Domestic departure","Coimbatore International Airport, Coimbatore","Myntra Kotak Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"8a770a2b-4165-4cfb-af72-da083650888b",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","AU Bank Xcite Ace Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"8a7ac233-5df5-416b-bb36-bf26e5fc35d6",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - International Departures","Indira Gandhi International Airport , New Delhi ","ICICI Bank Emeralde MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"8ab4c134-3509-49bc-97e5-947f24759b46",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge Old Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","YES Private Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"8ac29b2e-93da-4e8c-9bed-3fa630d8349a",2024-05-31T04:47:05Z,2024-05-31T04:47:05Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Good Times Lounge "," Domestic Terminal - Domestic Terminal","Dabolim Airport, Goa ","ICICI Bank Coral MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"8b5d5f21-105d-463c-b472-56855f1b18f3",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","ICICI Bank Expressions Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"8bb01fbd-a5d8-4599-b1c5-4d4f7ac4f2e7",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","SBI Aurum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"8bce29f2-ba88-4988-b1d7-ee211043abbb",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge Old Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","YES First Preferred Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"8bd1ecda-7e1d-43f5-aff7-3aed8ddc178b",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Domestic Terminal - Domestic Departures","Netaji Subhas Chandra Bose International Airport, Kolkata","Axis Bank Privilege Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"8bec822c-5022-44ed-a60d-6d127eb1cd04",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","ICICI Bank Diamant Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"8c3d7a5e-714e-4d4a-a8ed-215a82706157",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","ICICI Bank Expressions Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"8cc0ba3e-2896-4ceb-bb94-d8b9ba3551a8",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","YES Private Prime Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"8ccaa335-2d85-43f3-80ea-2ae0be534822",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Good Times Lounge "," Domestic Terminal - Domestic Terminal","Dabolim Airport, Goa ","Samsung Axis Bank Infinite Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687940499819938816879404998199388AirportImage.webp&w=96&q=75",[],"8cd7c4bd-e880-42ef-a630-a096ba653a50",2024-05-30T16:53:44Z,2024-05-30T16:53:44Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","ICICI Bank Diamant Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"8d0bd79f-2f8f-4c45-a93f-647acba7ea6f",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departure ","Maharaja Bir Bikram Airport, Agartala","Club Vistara SBI Card PRIME Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"8dcf864d-98b5-4df9-8043-4d3a7b104b5c",2024-05-30T16:53:40Z,2024-05-30T16:53:40Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","AU Small Finance Bank LIT Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"8e004963-ab9d-4fd1-93c2-1a0e7d6d6a6b",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","HSBC Premier Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"8e162020-e817-4934-82bf-139f768c5ea7",2024-05-30T16:53:42Z,2024-05-30T16:53:42Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The lounge "," Terminal 2 - Domestic Terminal ","Chaudhary Charan Singh International Airport, Lucknow","Paytm SBI Visa Credit Card Select","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"8e494248-306a-430a-b465-7a442938cb31",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 Domestic Lounge"," Terminal 2 - Domestic Terminal","Kempegowda International Airport, Bengaluru","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688021193414629416880211934146294AirportImage.png&w=96&q=75",[],"8e5a13c5-45f1-433b-b952-9c59f9101ec1",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","Club Vistara SBI Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020454391397016880204543913970AirportImage.webp&w=96&q=75",[],"8e848bdc-dc6a-4c1a-9860-0a912775ab2b",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","Club Vistara SBI Visa Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"8ec11b51-25d7-4caf-bc3a-3e90f06039a8",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The lounge "," Terminal 2 - Domestic Terminal ","Chaudhary Charan Singh International Airport, Lucknow","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"8ecf2583-52b3-4ea2-b46e-0bcb278927a2",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","Club Vistara SBI Visa Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020288967971916880202889679719AirportImage.webp&w=96&q=75",[],"8f12c6a1-b179-49ac-9418-34b400782186",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","HDFC Bank Infinia MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"8f44816b-1a82-471e-a289-f665b8bf5b9f",2024-05-30T16:53:57Z,2024-05-30T16:53:57Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","AU Bank Vetta Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"8f47d67c-e00e-4f03-9270-8df81b925760",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","AU Bank Vetta Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"8f4c28bb-4fd2-424a-99af-a0ae3436ca25",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","HSBC Premier Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"8f6e6d69-020a-4ed5-a891-bf56335638e8",2024-05-30T16:53:42Z,2024-05-30T16:53:42Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Adani lounge"," Terminal 2 - Domestic Terminal ","Chhatrapati Shivaji International Airport, Mumbai ","Kotak White Reserve Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"8fe0e7e1-a8e8-4c79-b414-77c553a81dab",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - Domestic Departure","Indira Gandhi International Airport , New Delhi ","Paytm HDFC Bank Select Business Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"90023727-30fb-44e0-9293-89bcca6c7ab6",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","Kotak Infinite Credit card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"9034ae9c-b863-48f9-8ff2-df0e4554da92",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020454391397016880204543913970AirportImage.webp&w=96&q=75",[],"9036b738-f0cf-4d33-b502-b64dc914dcc6",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 2 - Domestic Departure, Terminal 2","Chhatrapati Shivaji International Airport, Mumbai ","KVB SBI Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"909d8946-4735-4641-b470-942107a9a870",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Lokpriya Gopinath Bordoloi International Airport, Guwahati","Paytm SBI Visa Credit Card Select","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"90b2b093-0d1b-40a5-8087-c9b87e6bc4d0",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","YES Premia Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"90db116e-a4eb-4bcc-b815-baad6c00fd45",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The lounge "," Terminal 2 - Domestic Terminal ","Chaudhary Charan Singh International Airport, Lucknow","SpiceJet Axis Bank Voyage Black Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"91716564-99b3-4f69-954d-fbccd060b241",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The lounge "," Terminal 2 - Domestic Terminal ","Chaudhary Charan Singh International Airport, Lucknow","YES Private Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"919c7689-32a7-4c22-8671-50674d4e1013",2024-05-31T04:47:05Z,2024-05-31T04:47:05Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","ICICI Bank Coral Rupay Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"91adf924-81d0-4d93-afdc-d8c4a72c9c03",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The lounge "," Terminal 2 - Domestic Terminal ","Chaudhary Charan Singh International Airport, Lucknow","ICICI Bank Expressions Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"91c1e474-3dc4-43ea-99e0-bbbd2537512c",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Aviserv lounge "," Terminal 2 - Terminal 2, Arrival Lounge","Chhatrapati Shivaji International Airport, Mumbai ","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"91e55287-69ba-46b7-8e6b-4c9d78aded3b",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departures","Shaheed Bhagat Singh International Airport, Chandigarh","Citibank PremierMiles Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"924bc34e-c2e7-46b7-92b9-d2b731677b10",2024-05-31T04:52:34Z,2024-05-31T04:52:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departures","Shaheed Bhagat Singh International Airport, Chandigarh","Club Vistara SBI Card PRIME Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"9269473a-4381-4d1c-b22c-1f14e19c2e2a",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
